symbol,symbol_name,fast_ma,slow_ma,atr_config,cooldown_days,total_return,benchmark_return,annualized_return,annualized_benchmark,annualized_excess_return,max_drawdown,trade_count,holding_ratio,eligible
000300.SH,沪深300,5,10,低波,60,-0.11907906346784969,0.08796885835723467,-0.021514957695615844,0.014568516085060601,-0.036083473780676445,-0.24738891581747136,7,0.44452008168822327,False
000905.SH,中证500,5,10,低波,60,-0.1337377621741982,0.34243545124274366,-0.024327539608876347,0.051815362855263114,-0.07614290246413946,-0.24706240523502354,4,0.44383934649421375,False
000852.SH,中证1000,5,10,低波,60,0.003064216477048909,0.23020960052344552,0.0005249858822740094,0.03618068123075746,-0.03565569534848345,-0.2245671807759072,3,0.2702518720217835,False
932000.SH,中证2000,5,10,低波,60,0.07297259078774765,0.5888259077982627,0.01215572147588162,0.08266398506961314,-0.07050826359373152,-0.2735355062200797,16,0.7930565010211028,False
000001.SH,上证综指,5,10,低波,120,0.09384499842055072,0.28973705804231975,0.015506437129836792,0.04461427037618493,-0.029107833246348136,-0.18768801057333295,4,0.9074200136147039,False
399001.SZ,深证成指,5,10,低波,120,0.0,0.18799825949121218,0.0,0.029993057153837377,-0.029993057153837377,0.0,0,0.0,False
399006.SZ,创业板指,5,10,低波,120,-0.025875683775498648,0.5029503771193011,-0.004487192928509187,0.07239311275556881,-0.076880305684078,-0.09612864573701674,4,0.16473791695030632,False
000016.SH,上证50,5,10,低波,120,-0.0001483865493515646,-0.043010897758050226,-2.5456575261539882e-05,-0.007513324632236529,0.007487868056974989,-0.06886865345145043,6,0.3185840707964602,True
000300.SH,沪深300,5,10,低波,120,-0.01418132321004928,0.08796885835723467,-0.002447154292704923,0.014568516085060601,-0.017015670377765524,-0.036731591950196374,1,0.06671204901293397,False
000905.SH,中证500,5,10,低波,120,0.002775710168650969,0.34243545124274366,0.0004756133947687591,0.051815362855263114,-0.051339749460494355,-0.1487813404891185,2,0.16473791695030632,False
000852.SH,中证1000,5,10,低波,120,0.0,0.23020960052344552,0.0,0.03618068123075746,-0.03618068123075746,0.0,0,0.0,False
932000.SH,中证2000,5,10,低波,120,0.16795011835815354,0.5888259077982627,0.02699024595488142,0.08266398506961314,-0.055673739114731724,-0.2030069415215613,7,0.552076242341729,False
000001.SH,上证综指,5,10,低波,250,-0.028756873838849062,0.28973705804231975,-0.004992919577639032,0.04461427037618493,-0.04960718995382396,-0.058676948392708095,2,0.17631041524846836,False
399001.SZ,深证成指,5,10,低波,250,0.0,0.18799825949121218,0.0,0.029993057153837377,-0.029993057153837377,0.0,0,0.0,False
